AirPtCd,Sd_Max_Temp,Max_Temp,Sd_Min_Temp,Min_Temp,Sd_Precip,Mean_Precip,Sd_Max_DewPoint,Max_DewPoint,Sd_Min_DewPoint,Min_DewPoint,Sd_Max_Humidity,Max_Humidity,Sd_Min_Humidity,Min_Humidity,Sd_Max_Sea_Level_Press,Max_Sea_Level_Press,Sd_Min_Sea_Level_Press,Min_Sea_Level_Press,Sd_Vis,Min_Vis,Sd_CloudCover,CloudCover,Sd_Mean_Wind_Speed,Mean_Wind_Speed,Sd_Max_Wind_Speed,Max_Wind_Speed,mxT_sd,mxT_mean,mnT_sd,mnT_mean,mxT_sd_abs,mxT_mean_abs,mnT_sd_abs,mnT_mean_abs,BSS,city,state,longitude,latitude,elevation,dist2coast,Cluster,stateABB
KDOV,17.8499244948791,66.3767397216445,16.9727333916547,49.5896656534954,0.362219976736437,0.135874260118381,18.1915014918218,56.7275635898256,19.9340416684334,44.0879859222524,10.0330757250323,95.0105583106703,17.859984725931,56.7069268916973,0.195112063229635,30.1326475763878,0.20868774186996,29.9341065429531,3.73102720174523,6.54935210366341,2.53880720521985,3.12733962565989,3.81644797045398,8.51687729963206,6.09028639236823,16.6621340585506,4.41129119721969,0.374212312166747,5.66809133366087,1.03054792306449,2.98694738003599,3.26740992082727,3.74401090940883,4.37821238079845,-0.0137751579388641,Dover,Delaware,-75.5267,39.1619,11,1.00075433653837,2,DE
KDSM,21.2282087042886,64.8185890257559,19.8345365669445,46.0883058710606,0.334809172799031,0.105778275475924,19.1021151971189,48.3765797472404,20.9747162035825,37.9070548712206,9.7659676991062,83.7250039993601,15.4919406446321,47.827227643577,0.220399048513162,30.1179363301872,0.221450917419883,29.9097408414654,3.71687666963166,6.89633658614622,2.42596317540634,4.74644056950888,3.62403665055102,9.62741961286194,6.62394189966932,20.3760998240282,4.88099078727533,-1.34965260946841,4.95183294259928,0.069327731092437,3.33746508081741,3.80853126514784,3.26145840399744,3.72640594699418,-0.203556873793291,Des Moines,Iowa,-93.6167,41.5833,241,459.616940570641,2,IA
KEED,17.4232669171686,91.0124858115777,15.7329408290572,67.3027403924112,0.0819902266802077,0.0108502965218785,14.2970254470556,42.8316459830176,15.0676041059824,28.7023537103629,20.6785706023211,40.5746244284781,11.1894638726159,15.208523840627,0.175697494315664,29.9164961265332,0.199680054296374,29.7453792769529,1.53070458721193,9.63058475689882,1.43319744987979,0.675229057591623,3.54160670965378,7.8464534978088,7.37086471121224,18.6567164179104,3.55175298795208,-1.02342342342342,4.66589306002852,-2.39082719082719,2.37064478101525,2.83570843570844,3.23291363664509,4.12710892710893,0.0528147703703551,Needles,California,-114.6,34.8333,152,313.515394315885,6,CA
KELP,14.9320808964328,81.142537194049,14.8165140396341,56.3370660694289,0.140647722865346,0.0327627579587266,15.3336141966631,43.8899376099824,16.8124947190657,30.4826427771557,20.4983764178648,57.5979183346677,13.3159918969025,21.3380259158535,0.163451911437043,30.023943369061,0.160083782287476,29.8002159654455,2.26183207425025,9.03279475283955,2.10402030631081,3.0172772356423,3.69919604386963,8.31179011358183,7.93126070486783,21.7848344264918,3.78751974967436,-0.753110357085151,4.41950724154852,2.09985458070771,2.57653355626946,2.8762320245597,3.08858106230482,3.79479722087575,0.0645254743972862,El Paso,Texas,-106.483,31.7667,1137,968.732682951446,6,TX
KEUG,15.8506122061149,67.8209648982209,8.56173569534223,44.8703317839397,0.217631363915197,0.0910006398976164,7.47222851554692,50.1787145375862,7.75963833741508,40.8211251803174,6.98468311852801,92.2545279692258,20.3645663895489,50.0070524122455,0.168150928722584,30.1215181570949,0.199205131720045,29.9523500239962,4.07384670920226,6.12430011198208,2.61295925885932,4.67852564102564,2.91562816373862,6.9553671412574,5.32715212488234,16.4253719404895,4.4067470004841,-1.22713291241703,4.54808888899685,1.29663212435233,2.87949176002296,3.55415250121418,2.97773743721852,3.67389896373057,-0.110505900153192,Eugene,Oregon,-123.083,44.05,131,78.3067382937818,4,OR
KEYE,19.7228401517279,64.7525195968645,18.4799892256169,46.8121900495921,0.431128897385604,0.121602943529035,17.6916988694749,50.2618780995041,19.2440086327636,39.6434170532715,9.26275258266955,87.5371794871795,14.4246191935932,50.4165733482643,0.190251883038882,30.132500399936,0.198589361268963,29.9460758278675,3.79804204033926,6.21345076060849,2.75828932028604,3.42873140297552,3.16070712924671,6.80899056151016,5.87731438935258,16.676211806111,4.33519883229825,-0.697043141056713,6.18940688160404,1.05881402488286,3.05661739992896,3.15204394894167,4.28338746587981,4.59121021166586,0.0843383071139423,Indianapolis,Indiana,-86.1667,39.7667,217,219.190550581997,2,IN
KEYW,5.85352491855665,84.1084626459766,6.56196591570961,75.1986882098864,0.354434811750364,0.0998320268756999,5.8433773146913,73.6789313709806,7.84496114320191,67.9699248120301,8.07776160051808,87.4624860022396,8.71993808528316,65.234842425212,0.0964337986181064,30.0856119020957,0.0971612185758136,29.9893920972644,3.28529463297714,8.02447608382659,1.68770373779731,2.07358822588386,3.30046752067991,9.57478803391457,4.69201693870847,17.6563749800032,1.92496828620693,-0.263693650024237,2.83669757811817,0.47067377605429,1.31842839039975,1.42704798836646,1.88556239640229,2.1707868799483,-0.0745168441325395,Key West,Florida,-81.8,24.55,2,0.400430493737062,4,FL
KFAR,24.3970196775749,57.8926680571154,21.7320758296996,36.9902133803947,0.194779613110081,0.0552430611262634,20.1395213744518,42.064334991176,22.0231766924665,30.4410396277876,9.99351480482125,86.0129953473448,17.0487826389542,49.5124338199904,0.24303950652003,30.1013203914648,0.242145876346253,29.8676881116637,3.82914507369108,6.66244184180972,2.84176394682066,3.39948660356169,4.55870073594484,11.1974971923632,7.22686667066434,22.2814054227499,5.17167081586185,-1.87039740470397,5.84224739488029,1.37578998541565,3.57173388264349,4.18150851581508,3.93497579584959,4.53184248906174,-0.400455363995945,Fargo,North Dakota,-96.8,46.8667,275,355.106914532411,1,ND
KFAT,16.5547396280623,80.9358502639578,11.7895714899844,56.102383618621,0.141211511157479,0.0324892017277236,6.44215758001262,51.7142857142857,7.62708493531197,40.4447288433851,17.3662229004337,75.2060470324748,18.6287345116538,31.5277555591105,0.151933378574939,30.0362150055991,0.155003444415005,29.9082530795073,3.35149159256846,7.15277555591105,2.43212282777168,3.12254039353703,2.80841327599403,6.08398656215006,4.80242166326168,14.3623698959167,3.80474906983532,-0.131362094037809,3.41302379187279,-0.287168713639302,2.61590667648183,2.76571336241719,2.22745201022724,2.60164835164835,0.361388926086058,Fresno,California,-119.8,36.7333,86,172.949434515203,4,CA
KFLG,15.2298837824239,63.8683746997598,13.3093109907209,35.0212970376301,0.216928882357302,0.0762826261008807,13.2972863000088,37.2682575272261,14.8954803537305,24.4538757206919,17.0586844707085,82.1580717488789,18.7858333565911,31.1471812940423,0.161428239292505,30.1635746316464,0.154347216388352,29.9370916079436,3.67440324191163,7.5901665598975,2.45203068118839,1.97101217168482,3.7481120604837,6.52329863891113,6.18692383893149,20.3548645616285,3.71965570785417,-0.906679605369562,4.78080808814191,1.00679391782595,2.52070373133319,2.88144913472424,3.13683110305801,3.74538984147525,0.0213725840070869,Flagstaff,Arizona,-111.683,35.2167,2262,567.769885762675,5,AZ
KFSD,22.4615916843629,60.657654775236,20.8275929550842,39.8360262358023,0.262493374556037,0.0784834426491761,19.273771292532,46.0118381059031,20.9410808664391,34.7238841785314,8.97599389245488,89.6171812509998,16.0987606832549,52.7597184450488,0.230051697182913,30.1177891537354,0.22579605475301,29.8914957606783,3.74428549693787,6.86434170532715,2.35270404101135,4.43113101903695,4.18321504361225,10.0084786434171,6.78948483389654,21.256758918573,4.80988156350093,-0.829051543060268,5.88163733874569,1.7102924543545,3.27836269564895,3.61560833737276,3.99713553918942,4.64097592502828,-0.203355998607729,Sioux Falls,South Dakota,-96.7333,43.55,446,504.327029960766,2,SD
KGCK,19.7628967924045,71.7308740978348,18.6022426134918,43.6279069767442,0.232745812027474,0.0643973393171983,16.8675441660488,47.2749598715891,18.8599852626567,35.4950240770466,11.05000141941,86.7115569823435,17.2317714463631,35.5858747993579,0.217756470127477,30.1085093765026,0.216400754647686,29.8631703798686,3.65552648564907,7.08623176791152,2.45010291622048,1.96361596409681,3.85865824178303,11.7693540631511,7.77494655994579,24.464337233531,5.26555689618147,-0.0680382310059938,4.93436177067692,2.59698590179874,3.64690996799417,3.79847723959177,3.67086709189274,4.19705072111489,0.116044882165443,Garden City,Kansas,-100.883,37.9667,866,1045.4574218103,1,KS
KGEG,20.5284768064658,62.499920012798,14.8698305712946,42.6704527275636,0.114379153133659,0.0446880499120141,10.1726275585303,40.6103023516237,10.2121347637296,30.3377059670453,18.0073787599392,79.4423726089053,23.8127119805809,41.3124300111982,0.201519079637653,30.0898880179171,0.210474153681875,29.8929915213566,4.04995174708729,6.75091985282355,2.31361123659254,4.78275475923852,3.74015106924797,8.16317389217725,6.75884531783318,18.2006079027356,4.11075073008113,1.22071417030215,4.28265102390289,0.0871181509616939,2.86689113308786,3.18872192599774,2.87562741926798,3.17455956036851,0.14740290613479,Spokane,Washington,-117.433,47.6667,580,352.603140436443,5,WA
KGJT,20.3341665681383,69.1631738921773,16.8583024585904,42.7283634618461,0.0975105927442201,0.0307798752199648,12.0007523125773,38.4464885618301,12.3649799266891,26.2242841145417,23.2307687029956,72.2383618621021,18.3573868541593,28.4917613181891,0.202969399658886,30.111289393697,0.218723877791988,29.8712557990721,2.89512495983083,8.53303471444569,2.48030398434202,2.00959846424572,2.90527918033044,7.37561990081587,7.35664338543713,19.8699408094705,4.40683649720939,0.3944094360963,4.58973538625246,1.71901761189207,3.10316519931483,3.1534981418646,3.08685650809425,3.80659234125061,-0.214329959438726,Grand Junction,Colorado,-108.55,39.0833,1414,1027.05418818615,5,CO
KGRR,20.8778855755995,60.4551271796513,17.8978334619021,42.32890737482,0.267410339351473,0.109012957926732,17.9331145363342,47.0460726283795,18.9825687329162,36.0358342665174,9.15799468342654,89.6591273660571,15.5215792875671,51.9651255799072,0.198851991088704,30.1235002399616,0.22393823903464,29.9131418972964,3.96977740005449,5.48136298192289,2.15491755871315,5.3401055831067,3.75299228859075,9.32666773316269,6.43310310645485,19.7519615692554,4.17283489669705,-0.942963322022944,5.8177707794464,1.34464372273388,2.82566311647129,3.21182743577315,3.84075104973642,4.57165939570205,-0.481791998322854,Grand Rapids,Michigan,-85.6667,42.9667,202,2.63722958035044,2,MI
KHKS,14.2588488777948,78.4442489201728,14.6823421732001,58.3225083986562,0.425020568369776,0.139908014717645,13.9819824860755,61.167813149896,16.8872666614096,51.4712845944649,8.13746194410131,90.1652535594305,16.1404420406913,47.2879539273716,0.155235858952293,30.1199360102384,0.150242100219251,29.9757766757319,3.80261065337408,6.209726443769,2.57173834569162,2.73124300111982,2.98535441040675,5.44846930597852,5.09357409077188,13.3046962654272,4.26144501248489,-0.0615608337372758,4.65670699647276,0.603587588881706,3.05704668477136,2.96930037162708,3.37901538336205,3.26034259857789,0.260993675710385,Jackson,Mississippi,-90.2,32.3333,95,197.989495897995,3,MS
KHLN,22.4822215817308,62.362342025276,17.4681794122595,37.1289393697008,0.0917080837295223,0.0284242521196609,13.4959337270029,36.5541513357863,13.8115564306936,25.2764357702768,13.9794918099835,75.7625979843225,16.8864726608304,33.9820828667413,0.218281427681726,30.1707390817469,0.210247357539695,29.9260566309391,3.44178035203911,7.69844824828028,2.58892766599734,2.86082226843705,3.32242929588753,6.56183010718285,7.68992354662485,19.6957286834107,5.94271741961831,-3.36516400064631,5.9978664675466,0.963160445952496,4.06659369448188,5.48634674422362,4.16554747296631,4.42123121667475,-0.125516868594679,Helena,Montana,-112.033,46.5833,1286,768.130696587002,5,MT
KHOT,16.4616638205864,75.0395498392283,15.9161559226668,55.5281350482315,0.360444006751114,0.121384516543527,15.334701596992,58.6189710610932,18.0187638659706,48.9131832797428,8.91557948784279,90.9104501607717,16.5170480603193,48.5434083601286,0.174366775241375,30.126998392283,0.168046207307144,29.9656800643087,3.87077774796882,6.48233562315996,2.76278812393991,3.02942122186495,2.38788298938868,4.55405405405405,3.92751347610784,11.6640926640927,4.45055003182498,-0.988145501786294,4.99122793677419,0.51128796491798,3.04154997246064,3.39574537187399,3.46843250499285,3.62514211466623,0.189106247628203,Hot Springs,Arkansas,-93.05,34.5167,252,405.674563899308,3,AR
KHQM,9.7458520943174,60.0910254359302,7.97367839404491,46.9297712366021,0.407436175599329,0.196875699888018,7.84467230969894,51.6833790101564,8.98750145250195,44.459603289792,5.94268137149976,96.9298726422699,15.299595747826,67.8279864581654,0.180856815538601,30.116091825308,0.22732857365623,29.9408046712526,2.11096568269418,2.758826374335,2.7229708377178,4.98839271320329,3.50783906279176,9.05045945510237,6.68990432491811,19.7568918265355,3.49697113513953,-0.206980126030053,3.58593569747148,0.395055744062046,2.451640373823,2.50201971239296,2.298686677,2.78025529164647,-0.257319817747787,Hoquiam,Washington,-123.9,46.9833,3,1.11810284179061,4,WA
KHVN,18.0573765897925,62.1243789068761,17.4016799795632,45.8462894694663,0.220037815224031,0.0728450072126943,17.3505000761354,49.3739381311108,20.250645772198,36.8948549447027,11.3319343181792,87.0147459528771,15.4575905909634,49.4560025645135,0.204210295997372,30.1247267190255,0.22415523552491,29.9163103061388,3.94043846209812,6.7448309023882,2.39456423728814,3.85526526686969,3.1811751741637,6.43548645616285,4.12772839364913,13.7512421862478,4.06478920408493,0.24769305488101,6.26021161135247,0.607414602557876,2.6561549520113,3.08661162376558,4.09085677232197,4.77707625060709,0.243651199161575,New Haven,Connecticut,-72.9167,41.3167,10,1.2600368426202,2,CT
KHVR,23.3489344730555,61.0076787713966,18.103948319216,34.0255959046553,0.124741998138178,0.0363181890897456,14.8071773583554,38.9783202184037,15.8782216830187,27.0277822386382,11.0683397681722,86.9304375701234,20.1769848703527,39.9993582544521,0.235170317107605,30.0983218353923,0.219784390051098,29.8544120006417,3.49888223167063,7.71097894229224,2.65215779382235,2.69388413748588,4.19025613681022,10.0011230547088,7.51176099812775,22.4493823199102,5.84226030999605,-1.57876878332525,6.25491824261002,2.26846613867787,3.95887398007735,4.57699143641945,4.39306862542277,4.99676741554873,-0.293713304309241,Havre,Montana,-109.717,48.55,828,921.091847442335,5,MT
KIDA,22.3018416264849,62.0044792833147,15.302668277989,34.4381698928172,0.0991125572258099,0.0318613021916493,12.6820309712944,39.0420732682771,13.5358984616336,26.4458486642137,10.2028732299709,87.4592865141577,22.4138421373958,38.1436570148776,0.219743071099938,30.1519692849144,0.213616054511735,29.9327371620541,3.71822715060515,7.21628539433691,2.64614964148522,3.09534474484083,4.06186995070009,8.5291953287474,7.13762954134804,20.3017117261238,4.77863633410324,-1.60009694619486,5.89904093338857,3.61619263089851,3.15973837359376,3.92551300694781,4.29013410217264,5.42840982546865,-0.0534944250532661,Idaho Falls,Idaho,-112.017,43.5,1444,819.301285373984,5,ID
KILM,13.6999519006333,75.9396896496561,15.8830703639104,56.360742281235,0.537486260784751,0.188964965605503,14.2517551792294,61.969764837626,18.4049676516999,50.857302831547,7.270934314708,94.0661634816123,16.8492815479891,51.5571908494641,0.171612228887755,30.1396064629659,0.181476717946447,29.9824380099184,4.05140204041031,6.10686290193569,2.65399006891019,2.89185730283155,3.21382376459716,7.50983842585186,5.42505960753617,17.9336106223004,3.99395890469162,-1.2041047188106,5.93312623819212,1.83519146873485,2.87217911688987,3.02504848093083,4.28096241145481,4.49894974955566,0.115288479754534,Wilmington,North Carolina,-77.95,34.2333,1,0.0551584343270269,3,NC
KLBF,20.1964761609783,67.5058502965219,19.2532401594654,38.2029171341561,0.202856686398793,0.0623841961852861,17.9633613742482,45.8689921234528,19.4304977561,33.3796817231956,7.99522194333558,90.3806461983604,15.9376299818832,39.6236939398811,0.219340196262573,30.1303456036007,0.222507530439237,29.8807796174249,3.70476013851533,7.31742705142673,2.57225365303589,2.46262658736538,3.39990352376027,8.57861836832826,7.00398776156028,21.1599615322968,5.45915153437257,-1.04176784847013,5.42300906652879,2.89833252387891,3.6138654091254,4.22195240407965,3.95426971165757,4.70859640602234,-0.235259703675975,North Platte,Nebraska,-100.767,41.1333,854,929.555586106562,1,NE
KLMT,18.5094369461339,65.3482929956724,11.4550999171035,35.9581663728162,0.1018969512049,0.0353151495760678,9.12042688582988,41.4075973713736,9.08845655601626,28.3862798525405,8.71829255370157,89.2329536338842,20.4561086294798,35.5911203718545,0.16844518350806,30.1067685170373,0.184118385291289,29.9305551111822,3.76608912762693,7.14173732202848,2.68829135473346,2.47976323788194,3.72370090939726,6.69860822268437,7.21472161394499,19.3173892177252,4.10204472589035,-0.908369758782581,5.02946533295465,1.70008097165992,2.90474604652652,3.03529221304841,3.36447754681428,4.10655870445344,-0.0825022804922881,Klamath Falls,Oregon,-121.733,42.1667,1245,198.889103465976,5,OR
KLND,22.4433421073325,61.3072339016719,18.0560628138094,34.7521084835456,0.204259353418195,0.0493863308198299,13.4301997460417,34.29101142195,14.0090069990653,21.5755669591127,17.4628165842737,73.1688462175137,18.961111201905,32.9836119847707,0.205099061958156,30.1233306542357,0.215048114742473,29.8607056743289,3.48390202464793,7.71719681908549,2.44955010493295,1.83512663466314,2.79864745339181,6.38262018833636,9.21157483065044,20.6373698992235,5.59941510507571,-1.18966382338184,5.17740062798647,0.935338345864662,3.71589382258412,4.3540725873892,3.58406614864133,3.85129490392648,-0.0656924505824348,Lander,Wyoming,-108.667,42.8333,1752,1099.93969572778,5,WY
KLNK,20.9601893241832,67.3537229783827,19.9384876527418,43.8906325060048,0.353849770612445,0.10373098478783,18.491984223697,49.1809447558046,20.5095485245987,38.1277822257806,9.09256956628063,87.8560448358687,15.6544161737015,45.8842273819055,0.229464386147174,30.128259407526,0.230332369996733,29.9046020816653,3.53861598185683,6.76637309847878,2.7168150392495,2.71240992794235,3.97248384968965,9.6595676541233,7.11360422716873,21.6496397117694,5.23759358036558,-1.28465146369077,5.63681512444393,1.90666450986736,3.53879253572262,4.06906032670225,3.95653373465439,4.44435457780653,-0.144571261084241,Lincoln,Nebraska,-96.6667,40.8333,354,721.524578441157,1,NE
KLUK,18.9107871354107,66.4059247397918,17.1342118290872,46.0768614891914,0.294080617823951,0.114864691753403,17.5637279494692,53.4646917534027,19.2672171686874,42.0715772618094,7.86054528093355,95.6116893514812,14.1434771429404,52.4928742994395,0.188550607018952,30.1559135308247,0.194498035043838,29.971095276221,3.81512250397609,4.17966373098479,2.61215785320818,3.51849479583667,3.56519176268563,5.03362690152122,5.69519325690682,13.8770216172938,4.53865508562285,-0.4318990617923,6.7071760534463,2.66035904900534,3.17520870938415,3.27143319314138,4.54687380183166,5.60229661976387,0.131097202511858,Cincinnati,Ohio,-84.5,39.1333,253,284.966853343182,2,OH
KLWS,20.0940570378118,67.5632559264635,13.3952590185564,45.6486453797775,0.0986722608602893,0.0376889130697618,9.51754478276508,43.0948922778988,9.15656724601913,33.3456790123457,17.2001912649197,76.7735894941634,19.771765315572,38.0175502299685,0.200501138483466,30.0993914095584,0.214121413128573,29.8997096188748,3.48053426152389,7.90671506352087,2.85797420469856,2.90441621294616,2.73807613350072,5.47527505742957,6.42179572842783,15.8792165397171,4.46154016291006,0.341517039208501,4.39608704799699,1.40581480576594,3.03354203331893,3.28911689263466,3.00999120662814,3.49865624236501,0.0415107153269086,Lewiston,Idaho,-117.033,46.4,245,385.420438563359,5,ID
KMDW,20.7459445796754,62.8654615261558,19.0195553490583,47.0383938569829,0.294101501160399,0.101747720364742,18.4595769476072,47.7729963205887,19.7705022566876,36.4992801151816,10.8356247060682,81.2581986882099,15.6292553773562,40.7525195968645,0.210122148720257,30.1242473204287,0.222715223101575,29.9157302831547,3.82699245358573,6.65493521036634,2.17609423229403,5.25915853463446,3.54448040488101,9.89793633018717,5.86516725699171,19.9828827387618,5.19742957348119,-3.72564226854096,4.78656869457502,0.508967523024721,4.11841302724514,4.89190499272904,3.21826096585558,3.57925351429956,-0.431026441022612,Chicago,Illinois,-87.6167,41.8333,181,0.914894081972112,2,IL
KMEM,16.6970421193908,75.2703567429211,16.2873096326431,56.7157254839226,0.429574386178462,0.144472084466485,15.9839027615287,57.8749000159974,18.2745444381874,48.1847704367301,10.6009599405967,84.3789793633019,14.6578070600602,47.3274676051832,0.173144110777999,30.1313901775716,0.167613161245613,29.9751271796513,3.54341209910894,7.45768677011678,2.51741814296772,4.37865941449368,3.15523423148127,7.54167333226684,5.88300168568621,17.7510798272276,4.15677376654161,-1.30796574567782,4.5226858057262,0.015026660203587,2.87554939402639,3.27403457747617,3.14047582027909,3.25432218452092,0.190440512138702,Memphis,Tennessee,-90.05,35.15,80,482.423880785484,3,TN
KMHT,20.5336402752441,61.659414493681,18.3010109631036,42.4874420092785,0.243164105046458,0.0883178691409374,18.176333666367,44.4167333226684,20.4376514658708,31.7126859702448,12.3210269991015,82.9382498800192,16.6972630696458,41.9788833786594,0.221079229910764,30.1410382338826,0.242493461034926,29.9031482962726,4.09018423981878,6.66133418653015,2.25420948448373,4.76579747240442,3.02553595839581,6.15661494160934,5.49736377303246,16.6856502959526,4.51658823077711,-1.42090806269187,5.94682929817792,0.0353853611245759,3.16992078644203,3.51688479560511,3.94138371203926,4.45290030699628,0.0923269587843863,Manchester,New Hampshire,-71.5,43,52,40.7872051209432,2,NH
KMIA,6.12481571879402,85.6160614301712,7.25947239229499,72.2017277235642,0.466291427517966,0.18072148456247,6.99380709213345,70.924492081267,9.58365179482859,63.7222844344905,8.45217157152661,85.4410494320909,10.145419459551,54.0079987202048,0.102313905126385,30.0973332266837,0.106588598101488,29.997771556551,3.3405800896171,7.50215965445529,1.79733064303975,4.71268597024476,2.9866499054919,7.68165093585026,3.99392636311094,17.6539753639418,2.45579246143369,-3.08305057359832,3.38484956056001,1.45733678086619,1.91980099973228,3.44239780255292,2.53993967466793,2.67000646412411,-0.15701598119054,Miami,Florida,-80.2,25.7667,5,0.286680933424831,4,FL
KMKC,19.3200021465951,69.6298015364917,18.8068542208144,51.2469590268886,0.377796472919702,0.105277555591105,18.0728450350272,52.3967669654289,20.0607141176961,41.8674775928297,11.1378985061635,83.4238156209987,14.5700225459856,45.7772087067862,0.215197147215229,30.1178883378659,0.21298007149333,29.9146696528555,3.51359780488239,7.40025595904655,2.6976968485495,2.70548712206047,3.4264481549976,7.55703087505999,5.23558647220028,15.2294032954727,4.73234060717671,-1.45392822502425,5.04242687470953,-0.238965238480194,3.24777003924303,3.73617846750727,3.43318803457618,3.70056588520614,0.116750367893923,Kansas City,Missouri,-94.5833,39.1,271,612.002281650456,2,MO
KMKE,20.6180529115788,58.9248120300752,18.7217931560885,43.1940489521677,0.233963160037389,0.0859734442489202,18.854378972466,45.8222684370501,20.1733688739121,34.68788993761,10.5143410531119,84.0668693009118,14.599447109225,52.0174372100464,0.20609818926575,30.1227595584706,0.230607737605957,29.9101983682611,3.88950410572475,6.28267477203647,2.12233434112335,4.94768836986082,3.50162458445262,9.5224764037754,5.56863411438172,19.6486962086066,4.69304845330729,-2.0541282921312,4.8674674995555,0.666289592760181,3.39960296183209,3.83212150589756,3.29761982783356,3.64140271493213,-0.0488016407946827,Milwaukee,Wisconsin,-87.9167,43.0333,179,0.0190688621303892,2,WI
KMLF,21.1249486617942,70.325884244373,17.0464293957291,40.0731511254019,0.07762327269885,0.0226052039832959,11.2211423552473,36.4499033505155,11.9938270010544,23.5663659793814,20.7502057719203,69.8327963917526,18.1043354370886,19.3890141752577,0.210736926840016,30.1131256023129,0.20687256477123,29.8834404111789,3.16058941877561,8.46659171217475,2.32473958451775,1.68968840346932,4.22983838554164,10.366077170418,7.32013434701381,21.0331189710611,5.67715327800244,-3.09806786816042,6.93287485201592,-1.32115603182335,4.12789154747187,4.97856794934243,4.61264430913226,5.34128917031986,-0.0132938192412468,Richfield,Utah,-112.083,38.7667,1621,771.255989802262,5,UT
KMPV,21.1490256026553,55.2015677491601,19.3399503357421,34.8803391457367,0.260097623164972,0.10944648856183,18.6723644691298,42.6776515757479,21.114467253758,30.2174052151656,8.83803468201327,93.2252439609662,16.1778505150849,51.7673972164454,0.218643241295051,30.1560774276116,0.241062125766955,29.9171332586786,4.10601326398395,3.92401215805471,2.51745233611239,4.70036794112942,3.02690364971988,5.77107662773956,5.19261830640571,16.3733802591585,4.63826430382691,0.460332848602359,7.23229175423912,3.16566995312753,3.14326158153999,3.4414283406043,5.36909483784395,5.78761920155164,-0.189395993970375,Montpelier,Vermont,-72.5333,44.25,256,176.937959343706,2,VT
KMSP,23.0415940671376,58.79888,21.2032619313784,42.004,0.269986113783845,0.0946696,20.0078969725507,43.65808,21.421049666639,33.14272,10.4347027405387,83.48,15.3628398493935,49.03024,0.22710459698455,30.1077104,0.231678411317162,29.8939056,3.54425501889774,6.6432,2.40296221418159,4.88144,3.48157978941356,9.40544,6.00955603450023,19.64048,4.39715352787444,-1.1500889535824,4.85194516168957,0.0797605565442485,3.04079444480588,3.37781012453502,3.31628780994334,3.54230707005339,-0.0434382023795852,Minneapolis,Minnesota,-93.2333,44.9833,254,207.837073972162,2,MN
